  0.5414025      0.0000000E+00
  0.1823930     -0.5097543    
 -0.4185098     -0.3434621    
 -0.4643763      0.2783366    
  0.1056224      0.5309995    
  0.5355426      7.9440117E-02
  0.2552152     -0.4774745    
 -0.3635839     -0.4011526    
 -0.5001906      0.2071858    
  2.6565794E-02  0.5407503    
  0.5180900      0.1571606    
  0.3225130     -0.4348586    
 -0.3007874     -0.4501595    
 -0.5251772      0.1315503    
 -5.3066164E-02  0.5387955    
  0.4894222      0.2314790    
  0.3828292     -0.3828295    
 -0.2314794     -0.4894220    
 -0.5387954      5.3067587E-02
 -0.1315494      0.5251775    
  0.4501600      0.3007867    
  0.4348584     -0.3225133    
 -0.1571610     -0.5180898    
 -0.5407504     -2.6564365E-02
 -0.2071850      0.5001910    
  0.4011532      0.3635832    
  0.4774742     -0.2552158    
 -7.9441532E-02 -0.5355424    
 -0.5309998     -0.1056213    
 -0.2783357      0.4643769    
  0.3434627      0.4185093    
  0.5097541     -0.1823936    
 -3.9801574E-07 -0.5414025    
 -0.5097544     -0.1823928    
 -0.3434621      0.4185098    
  0.2783381      0.4643754    
  0.5309992     -0.1056241    
  7.9438701E-02 -0.5355428    
 -0.4774750     -0.2552142    
 -0.4011520      0.3635846    
  0.2071867      0.5001903    
  0.5407503     -2.6566193E-02
  0.1571602     -0.5180901    
 -0.4348588     -0.3225127    
 -0.4501595      0.3007873    
  0.1315522      0.5251768    
  0.5387957      5.3064741E-02
  0.2314778     -0.4894228    
 -0.3828305     -0.3828282    
 -0.4894214      0.2314807    
  5.3067982E-02  0.5387954    
  0.5251776      0.1315490    
  0.3007863     -0.4501602    
 -0.3225137     -0.4348581    
 -0.5180891      0.1571633    
 -2.6564999E-02  0.5407503    
  0.5001915      0.2071837    
  0.3635837     -0.4011528    
 -0.2552170     -0.4774735    
 -0.5355427      7.9439886E-02
 -0.1056209      0.5309999    
  0.4643781      0.2783336    
  0.4185090     -0.3434630    
 -0.1823959     -0.5097533    
 -0.5414025      7.9603149E-07
 -0.1823905      0.5097552    
  0.4185100      0.3434618    
  0.4643752     -0.2783385    
 -0.1056225     -0.5309995    
 -0.5355429     -7.9438306E-02
 -0.2552120      0.4774762    
  0.3635849      0.4011517    
  0.5001894     -0.2071890    
 -2.6566589E-02 -0.5407503    
 -0.5180908     -0.1571579    
 -0.3225124      0.4348591    
  0.3007894      0.4501582    
  0.5251772     -0.1315506    
  5.3064343E-02 -0.5387957    
 -0.4894239     -0.2314755    
 -0.3828279      0.3828308    
  0.2314829      0.4894204    
  0.5387953     -5.3068381E-02
  0.1315466     -0.5251782    
 -0.4501604     -0.3007860    
 -0.4348567      0.3225156    
  0.1571617      0.5180896    
  0.5407504      2.6562540E-02
  0.2071852     -0.5001909    
 -0.4011544     -0.3635819    
 -0.4774723      0.2552192    
  7.9442322E-02  0.5355423    
  0.5310004      0.1056185    
  0.2783350     -0.4643773    
 -0.3434649     -0.4185075    
 -0.5097538      0.1823943    
  3.2593339E-06  0.5414025    
  0.5097547      0.1823920    
  0.3434598     -0.4185116    
 -0.2783406     -0.4643739    
 -0.5309991      0.1056249    
 -7.9435870E-02  0.5355433    
  0.4774754      0.2552134    
  0.4011500     -0.3635867    
 -0.2071874     -0.5001900    
 -0.5407504      2.6564924E-02
 -0.1571595      0.5180903    
  0.4348605      0.3225104    
  0.4501568     -0.3007914    
 -0.1315570     -0.5251756    
 -0.5387955     -5.3066004E-02
 -0.2314770      0.4894232    
  0.3828325      0.3828262    
